No.,자음그룹,한자,대표훈음,원획수,뜻풀이(원문),자원오행,원본페이지,비고
6581,위,暐,햇빛 위,13,"환하다, 빛나는 모양, 햇빛. 번쩍거리는 모양.",火,276,
6582,위,骫,굽을 위,13,"굽히다, 굽다, 모이다.",金,276,
6583,위,渭,물이름 위,13,"흩어지다, 물이름",水,276,옥편 12획
6584,위,痿,거느릴 위,13,"인도하다, 거느리다, 바람맞다, 각기병. 저리다, 마비되다, 복속시키다.,",水,276,
6585,위,骪,굽음 위,13,"굽음, 굽은 모양을 나타냄(굽은 상태). 굽은 형태의 물체나 동물의 상태를 가리키는 말",土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6586,위,湋,물 돌아 흐를 위,13,땅이름. 물 돌아 흐를 위,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6587,위,萎,시들 위,14,"알다, 시들다, 마르다, 쇠미하다.",木,276,옥편 12획
6588,"위,와",僞,거짓 위/와,14,"잘못되다, 틀리다, 고치다, 속이다. 그릇되게 바뀌다, 잘못될 와.",火,276,
6589,위,瑋,옥 위,14,"아름답다, 진귀하다, 진중하다, 옥. 옥이름.",金,276,옥편 13획
6590,위,葦,갈대 위,15,갈대,木,276,옥편 13획
6591,위,葳,우거질 위,15,"우거지다, 쇠하다. 동글레, 능소화, 초목이 무성한 모양",木,276,옥편 13획
6592,"위,휘",褘,아름다울 위/휘,15,"아름답다, 손수건. 폐슬 휘",木,276,옥편 14획
6593,위,緯,다스릴 위,15,"만들다, 구상하다, 다스리다, 짜다.",木,276,
6594,위,慰,위로할 위,15,"위로하다, 안심시키다, 우울해지다. 원망하다, 성내다.",火,276,
6595,위,衛,지킬 위,15,"아름답다, 호위하다, 경영하다. 좋다, 덮다, 의심하다, 막다.",火,276,
6596,"위,울",熨,따뜻할 위/울,15,"따뜻이 하다, 찜질하다, 다림질하다. 붙이다, 낙인찍다, 다릴 울",火,276,
6597,위,逶,구불구불갈 위,15,구불구불 가다.,土,276,옥편 12획
6598,위,諙,번거롭게할 위,15,"번거롭게 하다, 핑계되다, 맡기다.",金,276,
6599,위,蝟,고슴도치 위,15,고슴도치(가시로 몸을 방어하는 소형 포유류). 가시가 많은 작은 동물(비유적으로 방어적이거나 둔갑하는 성격을 이르는 말),水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6600,위,諉,번거롭게 할 위,15,번거롭게 하다(성가시게 하다). 변명을 늘어놓아 책임을 전가하다(핑계를 대다),土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6601,위,衞,지킬 위,16,"지키다, 보위하다, 호위하다, 막다. 아름답다, 좋다, 경영하다, 나라이름",火,277,"衛,衛와 同字"
6602,위,違,어긋날 위,16,"어기다, 다르다, 떨어지다, 피하다. 달아나다, 멀리하다, 원망하다.",土,277,옥편 13획
6603,위,諱,근면할 위,16,"근면하다, 생각하, 힘쓰다, 이르다. 가리키다, 설명하다, 알리다.",金,277,
6604,위,謂,말할 위,16,"말하다, 이르다(언급하거나 주장하다). 뜻하다, 지칭하다(의미를 나타내다)",土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6605,위,闈,대궐 위,17,"대궐, 안방.. 문, 과장(과거를 보이는 장소)",木,277,
6606,"위,뇌",餧,기를 위/뇌,17,"먹이다, 기르다, 주리다, 썩다. 음식, 기야, 주릴 뇌",水,277,
6607,위,蔿,애기풀 위,18,"떠들다, 번화하다, 잘못되다.",木,277,옥편 16획
6608,"위,외",巍,대궐 위/외,18,"대궐, 궁궐, 높다, 좋다, 빼어나다. 나라이름, 빼어날 외.",水,277,
6609,위,韙,옳을 위,18,"바르다, 옳다, 좋다.",金,277,
6610,"위,외",魏,나라 이름 위,18,나라 이름 위. 빼어날 외,火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6611,위,鄬,땅 이름 위,18,땅이름. 땅 이름 위,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6612,위,韡,활짝필 위,21,"빛나다, 성하다, 활짝 피다.",金,277,
6613,유,厶,세모창 구,4,"세모창, 기승부리다, 거세다. 발자국 유, 밟을 유","火,水",51,
6614,"유,류,임",尣,망설일 유(류)/임,4,"나아가다, 게으르다, 망설이다. 걷다, 찌르다, 머뭇거리다, 나아갈 임",木,277,
6615,"유,임",冘,망설일 유,4,망설일 유. 나아갈 임,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6616,"유,류,요",由,말미암을 유(류)/요,5,"행하다, 꾀하다, 같다, 등용하다. 좇다, 따르다, 여자의 웃는 모양 요",木,277,
6617,"유,류,요",幼,어릴 유(류)/요,5,"사랑하다, 어리다, 미숙하다, 작다. 그윽하다, 오묘하다, 그윽할 요",火,277,
6618,"유,류",有,있을 유(류),6,"가지다, 존재하다, 넉넉하다, 알다. 소유, 자재, 독차지하다, 많다, 있다",木,277,
6619,"유,류",酉,닭 유(류),7,"술, 연못, 닭, 대다. 열째지지 유",金,277,
6620,"유,류",攸,빠를 유(류),7,"재빠른 모양, 아득하다, 위태롭다. 오래다, 달리다, 장소.",金,277,
6621,"유,류",侑,도울 유(류),8,"돕다, 권하다, 용서하다, 배식하다. 종사하다, 보답.",火,277,
6622,"유,류,연",沇,흐를 유(류)/연,8,"흐르다, 물 흐르는 모양. 유행하는 모양, 강이름 연",水,277,옥편 7획
6623,"유,류",呦,울 유(류),8,"목이 에다, 울다, 흐느껴 울다. 슬퍼 우는 소리",水,277,
6624,"유,류",乳,젖 유(류),8,"젖, 기르다, 낳다, 젖을 먹이다. 알을 깨다, 어머니, 어버이.",水,277,
6625,"유,뉴",杍,"상록수 유,뉴",8,"감탕나무, 상록수",木,277,
6626,유,岰,산굽이 유,8,산굽이. 산굽이 유,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6627,"유,류",柔,사랑할 유(류),9,"사랑하다, 연약하다, 순하다, 좇다. 여리다, 복종하다, 부드럽다.",木,278,
6628,"유,류",宥,너그러울 유(류),9,"너그럽다, 어질다, 돕다, 보우하다. 용서하다, 사로잡히다, 심원하다.",木,278,
6629,"유,류,수",俞,편안할 유(류)/수,9,"대답하다, 수긍하다, 보답하다. 병이 낫다, 편안하다, 나라이름 수","木,土",278,
6630,"유,류,축",柚,유자 유(류)/축,9,"유자나무. 유자, 대나무 이름, 바디 축",木,278,
6631,"유,류",俞,편안할 유(류),9,"편안하다, 지나가다, 대답하다. 보답하다, 수긍하다, 응답하다.",火,278,
6632,"유,류,용",臾,비옥할 유(류)/용,9,"비옥하다, 권하다, 종용하다, 잠깐. 약한 활, 권할 용",土,278,
6633,"유,류",姷,짝 유(류),9,짝.,土,278,
6634,"유,류",囿,모일 유(류),9,"구역, 영토, 모이다, 여들다. 모여들다, 얽매이다, 국한되다.",水,278,
6635,"유,류",幽,그윽할 유(류),9,"그윽하다, 조용하다, 가두다. 어둡다, 피하여 숨다, 멀다, 검을 유",火,278,
6636,"유,류",油,기름 유(류),9,"윤기 나는 모양, 느긋하고 느린 모양. 온화하고 공근한 모양, 유동하는 모양",水,278,옥편 8획
6637,"유,류,요",泑,검을 유(류)/요,9,"물빛 검다, 잿물. 물 이름 요",水,278,옥편 8획
6638,"유,수",兪,대답할 유,9,대답할 유. 나라 이름 수,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6639,유,羑,착한 말 할 유,9,권할. 착한 말 할 유,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6640,"유,류",秞,무성할 유(류),10,(벼의 기장이)무성하다. (곡식이)무성하다.,木,278,
6641,"유,류",洧,강이름 유(류),10,"강이름, 땅이름.",水,278,옥편 9획
6642,"유,류",帷,덮을 유(류),11,"가리다, 덮다, 휘장.",木,278,
6643,"유,류",聊,교요할 유(류),11,"교요하다, 짐승의 발자국. 짐승의 발자취.",火,278,
6644,"유,류",悠,생각할 유(류),11,"많다, 한가롭다, 생각하다, 아득하다. 멀다, 근심하다, 나부끼다, 펄럭이다",火,278,
6645,"유,류,와",婑,아리따울 유(류)/와,11,"아리땁다, 날씬하고 아름답다. 정숙하다, 정숙할 와",土,278,
6646,"유,류,수",唯,오직 유(류)/수,11,"생각하다, 오직, 다만, 공손. 누구 수",水,279,
6647,"유,류",蚴,굼틀거릴 유(류),11,"굼틀거리다, 나나니벌-구멍벌과 곤충. 꿈틀거리며 가는 모양,",水,279,
6648,"유,류",蚰,그리마 유(류),11,그리마(절지동물),水,279,
6649,유,聈,교요할 유,11,교요하다(부드럽게 권하거나 교화함을 이르는 말). 말이나 태도로 부드럽게 권유하거나 가르침을 주다(문헌적 용법),火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6650,유,桵,참나무 유,11,두릅나무. 참나무 유,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6651,"유,류",蕤,많을 유(류),12,"피다, 장식, 꽃이 축 늘어지다. 많다, 열매가 많이 열리다.",木,279,
6652,"유,류",惟,생각할 유(류),12,"생각하다, 사려하다, 늘어세우다. 마땅하다, 들어맞다, 오직, 오로지.",火,279,옥편 11획
6653,"유,류",鈾,광택 유(류),12,"보배, 윤, 광택",火,279,
6654,"유,류",琉,유리 류(유),12,"버들, 버드나무, 수레 이름, 별이름. 모이다, 오음의 하나, 상여의 장식.",金,279,옥편 11획
6655,"유,류",瘐,병들 유(류),12,"근심하여 앓다, 속박하다, 병들다. 시름하는 병",水,279,
6656,"유,류",喩,깨우칠 유(류),12,"기뻐하다, 깨우치다.",水,279,
6657,"유,투",婾,즐거워할 유,12,유. 즐거워할 유. 훔칠 투,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6658,유,庾,곳집 유,12,"곳집(곡식을 쌓아 두는 창고). 저장고, 창고로서의 장소(곡물이나 물품을 비축, 보관함)",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6659,유,甤,꽃 유,12,꽃 유. 열매 드리워진 모양 유,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6660,유,釉,유약 유,12,"유약, 광택(도자기 표면에 바르는 유리질 층). 표면에 윤기를 주는 물질이나 그 효과(광택을 냄)",火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6661,"유,수",荽,고수풀 유,12,고수풀. 고수풀 유. 고수풀 수,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6662,"유,류,수",莠,가라지 유(류),13,"강아지풀, 추하다. 씀바귀 수",木,279,옥편 11획
6663,"유,류",楺,바로잡을 유(류),13,"순하게 하다, 섞이다, 휘다. 바로잡다, 주무르다.",木,279,옥편 12획
6664,"유,류,요",揶,야유할 유(류)/요,13,"빈정거리다, 희롱하다, 야유하다. 퍼내다, 요적못 요",木,279,옥편 12획
6665,"유,류",裕,넉넉할 유(류),13,"넉넉하게 하다, 관대하다, 느긋하다. 받아들이다, 용납하다, 헐렁하다.",木,279,옥편 12획
6666,"유,류",楢,졀참나무 유(류),13,"졀참나무. 내 이름, 화롯불을 피우다.",木,279,
6667,"유,류",楡,느릅나무 유(류),13,"흔들다, 요동시키다, 쏟다, 옮기다. 해질무렵, 별이름.",木,279,
6668,"유,류,투",愉,즐거울 유(류)/투,13,"기뻐하다, 즐겁다, 깨우쳐 주다. 화열하다, 구차하다, 구차할 투",火,279,옥편 12획
6669,"유,류",愈,유쾌할 유(류),13,"유쾌하다, 즐기다, 낫다, 뛰어나다. 근심하다, 괴로워하다, 구차할 투",火,279,
6670,"유,류,요",猶,크게할 유(류)/요,13,"크게, 지나치게, 다만, 그대로. 움직일 요",土,280,옥편 12획
6671,"유,류",猷,꾀 유(류),13,"꾀하다, 그리다, 같다, 모략, 계책. 도리, 법칙.",土,280,
6672,"유,류",琟,옥돌 유(류),13,옥돌,金,280,옥편 12획
6673,"유,류",泂,깊을 유(류),13,깊다.,水,280,옥편 12획
6674,"유,류",游,헤엄칠 유(류),13,"사귀다, 놀다, 헤엄치다, 유동하다. 뜨다, 어스렁거리다, 깃발 류(유)",水,280,옥편 12획
6675,"유,류",洏,물이름 유(류),13,물이름,水,280,옥편 12획
6676,유,煣,나무 구부릴 유,13,불에구워구부릴. 나무 구부릴 유,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6677,유,逌,웃을 유,14,"웃다, 만족하다, 말미암다",土,280,옥편 11획
6678,"유,류",維,벼리 류(유),14,"생각하다, 유지하다, 매다, 오직. 벼리(그물 코를 꿴 굵은 줄)",木,280,
6679,"유,류",綏,늘어질 유(류),14,"늘어지다, 갓끈..",木,280,
6680,"유,류",瑜,고운옥 유(류),14,"아름다운 모양, 옥빛.",金,280,옥편 13획
6681,"유,류",誘,꾈 유(류),14,"달래다, 권하다, 불러내다, 유인하다. 꾀다, 유혹하다, 혼란시키다, 속이다",金,280,
6682,"유,류",瘉,병나을 유(류),14,"해치다,, 앓다, 낫다, 병이 낫다. 해치다, 더욱, 한층 더",水,280,
6683,"유,류",痩,병들 유(류),14,"속박하다, 근심하여 앓다, 병들다. 시름하는 병.",水,280,
6684,"유,류,두",窬,넘을 유(류)/두,14,"뚫다, 비다, 넘다, 협문, 뒷간. 초과하다, 협문 두.",水,280,
6685,유,㽥,비옥한 밭 유,14,유. 비옥한 밭 유,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6686,"유,요,수,투",揄,야유할 유,14,야유할 유. 끌 유. 옷 이름 요. 벗을 수. 늘어뜨릴 투,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6687,유,揉,주무를 유,14,"주무르다, 문지르다(손으로 비비거나 주물러서 다듬음). 반죽, 치댐 등 손으로 힘을 가해 형태를 만들다(반죽, 마사지의 뜻)",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6688,유,湵,물 이름 유,14,"물 이름(하천, 개울 등의 고유명사). 지명으로 쓰이는 하천명(수계명으로의 용례)",水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6689,"유,끈",緌,갓끈 유,14,"갓끈(갓이나 관모를 매는 끈). 관복이나 모자의 장식, 고정용 끈(복식에서 쓰이는 끈)",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6690,"유,류",茰,수유 유(류),15,"수유, 수유나무.",木,280,옥편 13획
6691,"유,류",糅,섞을 유(류),15,"섞이다, 섞다, 무침, 먹다. 잡곡밥",木,280,
6692,"유,류",褕,고울 유(류),15,"황후의 옷, 곱다.. 황후 옷 요/ 속옷",木,280,옥편 14획
6693,"유,류",牖,깨우칠 유(류),15,"깨우치다, 들창. 성의 하나.",木,281,
6694,"유,류",逌,웃을 유(류),15,"웃다, 말미암다, 바.",土,281,옥편 11획
6695,"유,류",瑠,유리 류(유),15,"맑은 유리, 유리, 나라 이름.",金,281,옥편 14획
6696,"유,류",窳,어지러질 유(류),15,"게으르다, 나태하다, 약해지다. 거칠다, 우묵하다, 이지러지다.",木,281,
6697,"유,류",腴,살찔 유(류),15,"풍족하다, 비옥하다, 살찌다, 좋다.",水,281,옥편 13획
6698,"유,류,추",蜦,하루살이 유(류)/추,15,"하루살이, 꽃게. 나무굼벵이 추",水,281,
6699,"유,뉴",䋴,잡색 비단 뉴,15,유. 잡색 비단 뉴(유),土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 1차 음의 뜻풀이 누락으로 타 음(뉴)의 훈으로 대표훈음 대체"
6700,유,瑈,옥의 이름 유,15,옥의 이름(특정 옥을 가리키는 명칭). 옥돌의 한 종류나 옥명으로 쓰이는 고유어(장식용 옥의 명칭),土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6701,"유,추",蝤,하루살이 유,15,하루살이 유. 나무굼벵이 추,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6702,유,鄃,고을 이름 유,15,고을이름. 고을 이름 유,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6703,유,滺,흐를 유,15,철철흐를. 흐를 유,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6704,유,槱,태울 유,15,화톳불놓을. 태울 유,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6705,"유,류,요",踰,넘길 유(류)/요,16,"지나가다, 뛰다, 멀다,, 물가언덕. 멀 요",土,281,
6706,"유,류",儒,선비 유(류),16,"부드럽다, 어색하다, 나약하다. 짧다, 너그럽다.",火,281,
6707,"유,류,투",逾,넘을 유(류)투,16,"건너가다, 지나가다, 건너뛰다, 넘다. 넘기다, 구차스럽다, 구차스러울 투",土,281,옥편 13획
6708,"유,류",遊,놀 유(류),16,"사귀다, 즐기다, 놀다, 떠돌다. 유세하다, 배우다, 공부하다.",土,281,옥편 13획
6709,"유,류",蹂,밟을 유(류),16,"밟다, 축이다, 빠르다, 짓밟다. 축축하게 만들다.",土,281,
6710,"유,류",諛,아첨할 유(류),16,"비위를 맞추는 말, 아첨하다. 즐겨따르는 모양",金,281,
6711,"유,류",諭,깨달을 유(류),16,"비유하다, 깨닫다, 깨우침.",金,281,
6712,"유,류",橊,석류나무 유,16,석류나무 유. 석류나무 류(유),木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6713,"유,류",鍮,놋쇠 유(류),17,놋쇠,金,281,
6714,"유,류",孺,젖먹이 유(류),17,"사모하다, 어리다, 친근하다. 따르다, 젖먹이, 어린애",水,281,
6715,"유,류",黢,검푸른빛 유(류),17,"검푸르다, 칠하다. 검푸른빛",水,282,
6716,"유,류",鮪,참다랑어 유(류),17,"참다랑어, 강이름",水,282,
6717,유,萸,수유나무 유,17,수유나무(산수유 등 식물의 이름). 그 열매(약재나 식용으로 쓰이는 과실),木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6718,"유,색",黝,검푸른빛 유,17,"검푸른빛, 짙은 푸른빛을 띤 색(검푸른색). 어두운 빛깔, 검음(피부나 물건의 색)",水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6719,유,嬬,아내 유,17,아내. 아내 유,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6720,"유,류",蕕,누린내풀 유(류),18,누린내풀.,木,282,옥편 16획
6721,"유,류",蕤,많을 유(류),18,"많다, 피다. 열매가 많이 열리다.",木,282,옥편 16획
6722,"유,류",曘,햇빛 유(류),18,"햇빛, (날이)어둡다.",火,282,
6723,"유,류",鞣,가죽 유(류),18,"가죽, 무두질 하다.",金,282,
6724,"유,류",癒,병나을 유(류),18,"뛰어나다, 앓다, 해치다, 낫다.",水,282,
6725,"유,류",鼬,족제비 유(류),18,족제비. 성의 하나.,水,282,
6726,"유,추",䜅,나아갈 유,18,유. 나아갈 유. 꾸짖을 추,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6727,유,燸,따뜻할 유,18,따뜻할. 따뜻할 유,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6728,유,濰,강 이름 유,18,물이름. 강 이름 유,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6729,"유,류,수",遺,남길 유(류)/수,19,"남기다, 전하다, 잃다, 버리다, 잊다. 두다, 떨어지다, 빠지다, 따를 수",土,282,옥편 16획
6730,"유,류",壝,울타리 유(류),19,"울타리, 토담.",土,282,
6731,유,薷,목이버섯 유,19,향유. 목이버섯 유,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6732,"유,류,퇴",讁,전할 유(류)/퇴,23,"전하다, 꾸짖다, 성내다, 통변하다. 속일 퇴",金,282,
6733,"유,퇴",讉,성낼 유,23,성낼 유. 속일 퇴,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6734,"유,류",龥,구할 유(류),26,"부르짓다, 부드럽게 하다, 구하다. 화하게 하다, 누그러지다.",火,282,
6735,"유,류,약",龤,화할 유(류)/약,32,"부르다, 부드럽게 하다, 누그러지다. 화하게 하다, 부를 약",木,282,
6736,"유,약",籲,부를 유,32,부를 유. 부를 약,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6737,"육,륙",肉,고기 육(륙),6,"고기, 혈연, 둘레, 살, 몸.",水,283,
6738,"육,륙",育,기를 육(륙),10,"기르다, 급히 가는 모양, 자라다. 어리다, 외로운 모양, 낳다.",水,283,옥편 8획
6739,"육,륙",堉,기름진땅 육(륙),11,"기름진 땅, 기름지다.",土,283,
6740,육,淯,강 이름 육,12,물이름. 강 이름 육,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6741,"육,륙",毓,기를 육(륙),14,"기르다, 어리다.",土,283,
6742,"육,륙",儥,팔 육(륙),17,"팔다, 사다, 물건을 살 사람",火,283,
6743,윤,尹,벼슬 윤,4,"바로잡다, 미쁘다, 벼슬, 광택, 무늬",水,283,
6744,"윤,연",允,맏 윤/연,8,"미쁘다, 마땅하다, 허락하다, 믿음. 아첨하다, 진실로 윤, 마을이름 연",木,283,
6745,윤,昀,햇빛 윤,8,햇빛,火,283,
6746,"윤,연",沇,흐를 윤/연,8,"강이름, 유행하는 모양, 흐르다. 물 흐르는 모양.",水,283,옥편 7획
6747,"윤,문",玧,붉은구슬 윤/문,9,"귀막이, 구슬, 붉은 구슬. 붉은 구슬 문",金,283,옥편 8획
6748,윤,胄,자손 윤,11,"계승하다, 잇닿다, 혈통, 후손, 맏. 악곳, 잇다, 외설하다.",火,283,
6749,윤,胤,자손 윤,11,"잇다, 계승하다, 잇닿다, 맏아들. 혈통, 자손, 외설하다.",水,283,옥편 9획
6750,윤,㣧,이을 윤,11,윤. 이을 윤,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6751,"윤,륜",圇,완전할 윤,11,완전할 윤. 완전할 륜(윤),水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6752,윤,閏,윤달 윤,12,"윤달, 잉여. 정통이 아닌 임금의 자리",木,284,
6753,윤,阭,높을 윤,12,높다.,土,284,옥편 7획
6754,"윤,예",銃,병기 윤/예,12,"병기, 근신이 가지는 창. 병기 예",金,284,
6755,윤,芛,연뿌리 윤,13,"연뿌리, 대순",木,284,옥편 11획
6756,윤,閠,윤달 윤,13,"윤달, 잉여. 정통이 아닌 임금의 자리",木,284,
6757,윤,閏,윤달 윤,15,"윤달, 잉여. 정통이 아닌 임금의 자리",木,284,
6758,윤,潫,물깊고넓을 윤,15,물이 깊고 넓다. 소용돌이 치는 모양.,"木,水",284,
6759,윤,鋆,금 윤,15,"금, 황금, 쇠불이",金,284,
6760,윤,䦞,윤달 윤,15,윤. 윤달 윤,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6761,윤,奫,물이 깊고 넓음 윤,15,"물이 깊고 넓음(큰 물웅덩이, 연못을 이룸). 물이 넓게 퍼지거나 풍부함(수심이 깊고 범람함)",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6762,"윤,운,균",荺,연뿌리 윤,15,연뿌리 윤. 풀뿌리 윤. 풀뿌리 운. 풀뿌리 균,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6763,윤,橍,나무이름 윤,16,나무이름,木,284,
6764,윤,潤,불을 윤,16,"부드럽다, 온순하다, 윤택하다. 더하다, 젖다, 붇다, 윤택할 윤",水,284,옥편 15획
6765,"윤,빈",贇,예쁠 윤/빈,19,"예쁘다, 빛나다. 예쁠 빈",金,284,
6766,"율,률",聿,붓 율(률),6,"빠르다, 신속하다, 펴다, 닦다, 좇다. 드리어, 붓.",火,284,
6767,"율,일",欥,오직 율,8,율. 일. 오직 율. 기뻐할 일,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6768,"율,골",汩,맑을 율/골,9,"맑다, 깨끗하다, 흐르다, 통하다. 빨리, 갑자기. 다스릴 골.",水,284,
6769,"율,외,필",茟,명아주 율,11,명아두. 명아주 율. 봉오리 외. 붓 필,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6770,"율,률,휼",矞,송곳질 율(률)/휼,12,"송곳질하다, 놀라서 허둥지둥하다. 꽃구름, 궤휼하다, 속일 휼",金,285,
6771,"율,률",嵂,가파를 율,12,가파를 율. 가파를 률(율),土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6772,"율,률,건",建,걷는모양 율(률)/건,13,"일으키다, 세우다, 끼우다, 엎지르다. 걸어가는 모양, 세울 건, 엎지를 건",土,285,옥편 10획
6773,율,䫻,큰 바람 율,13,율. 큰 바람 율,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6774,"율,률",燏,빛날 율(률),16,"빛나다, 불빛",火,285,
6775,"율,률",鴥,빠를 율(률),16,"빨리 날다, 빠르다. 새가 빨리 나는 모양.",火,285,
6776,"율,률,휼,술",潏,"사주 율(률)/휼,술",16,"사주, 샘솟다, 물 흐르는 모양. 샘솟을 휼, 둑 술",水,285,옥편 15획
6777,"율,률",瑮,옥 무늬 율,16,옥 무늬 율. 옥 아름다울 률(율),土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6778,"융,륭",戎,도울 융(륭),6,"돕다, 크다, 싸움, 전쟁, 그대.",金,285,
6779,"융,륭",狨,사나울 융(륭),10,"원숭이 이름, 사납다.",土,285,옥편 9획
6780,"융,륭",絨,가는베 융(륭),12,"가는 베, 융.",木,285,
6781,"융,륭",融,녹을 융(륭),16,"크게 밝다, 오래다, 즐겁다, 융합하다. 화하다, 녹다, 녹이다, 창성하다.",水,285,
6782,"융,륭",瀛,물깊고넓은 융(륭),20,물이 깊다. 물이 깊고 넓은 모양.,水,285,옥편 19획
6783,융,瀜,물이 깊고 넓은 모양 융,21,"물이 깊고 넓은 모양(깊고 넓은 연못, 호수의 상태). 물결이 잔잔하거나 넓게 펼쳐진 수면의 모습",水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6784,은,圻,지경 은,7,"영토, 경계. 경기 기",土,285,
6785,"은,이,청",听,"웃을 은/이,청",7,"웃다, 따지다, 논쟁하다, 기다리다. 듣다, 판결하다. 입벌린 모양 이, 들을 청",水,285,
6786,은,斦,모탕 은,8,모탕. 모탕 은,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6787,은,垠,지경 은,9,"가장자리, 낭떠러지, 땅끝, 자취",土,286,
